event_date,product_id,product_name,product_category,unit_cost,list_price,selling_price,discount_percent,product_views,add_to_cart_events,checkout_started_events,purchases,units_sold,revenue,gross_margin,inventory_level,stockout_flag,price_increase_occurred
2025-06-15,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,244,22,8,1,1,48.99,25.79,913,False,False
2025-06-16,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.7,8.33,275,25,10,3,4,178.81,86.01,909,False,False
2025-06-17,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,34.29,30.0,290,44,18,5,7,240.04,77.64,902,False,False
2025-06-18,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,6.25,295,30,11,4,5,232.7,116.7,897,False,False
2025-06-19,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.15,5.0,242,23,9,3,4,188.61,95.81,893,False,False
2025-06-20,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.91,12.5,200,20,7,2,3,134.72,65.12,890,False,False
2025-06-21,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,163,13,4,1,1,48.99,25.79,889,False,False
2025-06-22,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,220,16,6,1,1,48.99,25.79,888,False,False
2025-06-23,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,210,17,7,1,1,48.99,25.79,887,False,False
2025-06-24,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.41,17.5,236,29,12,2,2,80.83,34.43,885,False,False
2025-06-25,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,6.67,287,27,11,3,4,186.16,93.36,881,False,False
2025-06-26,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,214,18,7,0,0,0.0,0.0,881,False,False
2025-06-27,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,5.0,221,20,7,2,2,93.08,46.68,879,False,False
2025-06-28,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,16.67,212,28,11,3,4,166.56,73.76,875,False,False
2025-06-29,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.82,15.0,215,28,12,2,3,122.47,52.87,872,False,False
2025-06-30,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,184,13,5,2,3,146.97,77.37,869,False,False
2025-07-01,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,264,24,9,3,7,342.93,180.53,910,False,False
2025-07-02,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,264,21,8,3,4,195.96,103.16,906,False,False
2025-07-03,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.01,18.33,182,25,11,3,3,120.02,50.42,903,False,False
2025-07-04,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.01,3.33,237,22,9,3,5,240.05,124.05,898,False,False
2025-07-05,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.58,5.0,230,22,8,3,5,222.9,106.9,893,False,False
2025-07-06,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.72,8.0,366,37,14,5,6,274.34,135.14,887,False,False
2025-07-07,P0006,Pulse Pocket Leggings,leggings,23.2,54.99,54.99,0.0,228,17,6,1,2,109.98,63.58,885,False,True
2025-07-08,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.03,15.0,283,34,14,3,4,164.11,71.31,881,False,False
2025-07-09,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,318,23,8,2,3,146.97,77.37,878,False,False
2025-07-10,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,249,23,8,1,1,48.99,25.79,877,False,False
2025-07-11,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,223,25,11,3,4,176.36,83.56,873,False,False
2025-07-12,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,264,24,10,3,3,146.97,77.37,870,False,False
2025-07-13,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,276,28,11,4,6,264.54,125.34,864,False,False
2025-07-14,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,262,20,8,3,4,195.96,103.16,860,False,False
2025-07-15,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.2,12.14,448,48,20,7,11,475.19,219.99,849,False,False
2025-07-16,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,275,35,14,3,3,124.92,55.32,846,False,False
2025-07-17,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,7.5,200,22,9,2,3,132.27,62.67,843,False,False
2025-07-18,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,239,32,13,1,1,39.19,15.99,842,False,False
2025-07-19,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.77,3.33,248,22,8,3,4,191.06,98.26,838,False,False
2025-07-20,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.27,12.5,198,21,8,2,3,129.82,60.22,835,False,False
2025-07-21,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.72,18.33,225,27,11,3,8,325.78,140.18,827,False,False
2025-07-22,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,205,17,6,0,0,0.0,0.0,827,False,False
2025-07-23,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,6.25,295,29,12,4,5,232.7,116.7,822,False,False
2025-07-24,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,138,11,5,0,0,0.0,0.0,822,False,False
2025-07-25,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.46,10.0,246,28,11,2,3,127.37,57.77,819,False,False
2025-07-26,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,204,14,5,1,1,48.99,25.79,818,False,False
2025-07-27,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,340,51,20,6,7,274.33,111.93,811,False,False
2025-07-28,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,151,12,5,1,1,48.99,25.79,810,False,False
2025-07-29,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,198,15,6,1,1,48.99,25.79,809,False,False
2025-07-30,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,228,20,8,0,0,0.0,0.0,809,False,False
2025-07-31,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.27,12.5,199,22,10,2,3,129.82,60.22,806,False,False
2025-08-01,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.13,10.0,230,26,12,3,5,210.66,94.66,851,False,False
2025-08-02,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.31,6.0,381,39,15,5,6,271.89,132.69,845,False,False
2025-08-03,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,242,35,13,2,5,195.96,79.96,840,False,False
2025-08-04,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,262,33,12,1,1,41.64,18.44,839,False,False
2025-08-05,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,218,26,11,2,2,88.18,41.78,837,False,False
2025-08-06,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,202,15,6,0,0,0.0,0.0,837,False,False
2025-08-07,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,193,22,8,1,1,44.09,20.89,836,False,False
2025-08-08,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,178,14,6,1,1,48.99,25.79,835,False,False
2025-08-09,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.31,3.75,311,27,11,4,6,271.89,132.69,829,False,False
2025-08-10,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.03,6.67,220,20,8,3,5,235.15,119.15,824,False,False
2025-08-11,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.36,5.0,206,18,7,2,3,142.07,72.47,821,False,False
2025-08-12,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.91,8.33,216,24,10,3,3,134.72,65.12,818,False,False
2025-08-13,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.72,6.67,238,23,8,3,3,137.17,67.57,815,False,False
2025-08-14,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,233,17,6,2,2,97.98,51.58,813,False,False
2025-08-15,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,202,14,6,1,1,48.99,25.79,812,False,False
2025-08-16,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,6.25,312,31,13,4,5,232.7,116.7,807,False,False
2025-08-17,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,211,22,9,3,3,132.27,62.67,804,False,False
2025-08-18,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,281,20,8,3,3,146.97,77.37,801,False,False
2025-08-19,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.82,12.5,184,19,8,2,3,122.47,52.87,798,False,False
2025-08-20,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,261,20,7,3,3,146.97,77.37,795,False,False
2025-08-21,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,10.0,242,28,11,2,4,166.57,73.77,791,False,False
2025-08-22,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.91,8.33,261,29,12,3,3,134.72,65.12,788,False,False
2025-08-23,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.62,16.25,246,31,13,4,5,213.1,97.1,783,False,False
2025-08-24,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,198,17,7,0,0,0.0,0.0,783,False,False
2025-08-25,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.36,3.33,236,22,8,3,3,142.07,72.47,780,False,False
2025-08-26,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,216,18,7,1,1,48.99,25.79,779,False,False
2025-08-27,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.01,3.33,256,24,10,3,5,240.05,124.05,774,False,False
2025-08-28,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,216,19,7,1,2,97.98,51.58,772,False,False
2025-08-29,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,270,39,16,4,4,156.76,63.96,768,False,False
2025-08-30,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,5.0,207,17,7,2,2,93.08,46.68,766,False,False
2025-08-31,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,196,14,5,2,2,97.98,51.58,764,False,False
2025-09-01,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.31,7.5,195,22,8,2,2,90.63,44.23,823,False,False
2025-09-02,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.84,9.0,344,36,15,5,7,320.88,158.48,816,False,False
2025-09-03,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,220,28,12,1,2,78.38,31.98,814,False,False
2025-09-04,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,36.74,25.0,193,32,15,1,1,36.74,13.54,813,False,False
2025-09-05,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.93,6.25,309,28,10,4,4,183.71,90.91,809,False,False
2025-09-06,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,216,17,6,2,3,146.97,77.37,806,False,False
2025-09-07,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,192,15,6,2,4,195.96,103.16,802,False,False
2025-09-08,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.87,12.5,156,18,7,2,2,85.73,39.33,800,False,False
2025-09-09,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,190,17,7,2,3,146.97,77.37,797,False,False
2025-09-10,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.87,12.5,206,24,10,2,2,85.73,39.33,795,False,False
2025-09-11,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,192,17,7,2,4,195.96,103.16,791,False,False
2025-09-12,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,3.33,258,21,9,3,4,186.16,93.36,787,False,False
2025-09-13,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.27,12.5,260,30,13,4,6,259.64,120.44,781,False,False
2025-09-14,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,217,19,7,0,0,0.0,0.0,781,False,False
2025-09-15,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,199,17,6,2,3,146.97,77.37,778,False,False
2025-09-16,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.95,5.0,388,39,16,5,6,281.69,142.49,772,False,False
2025-09-17,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,224,30,13,1,3,124.92,55.32,769,False,False
2025-09-18,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,218,17,7,0,0,0.0,0.0,769,False,False
2025-09-19,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,187,20,8,1,1,41.64,18.44,768,False,False
2025-09-20,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.07,10.0,267,27,11,4,5,225.35,109.35,763,False,False
2025-09-21,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,268,20,7,3,4,195.96,103.16,759,False,False
2025-09-22,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.11,7.5,282,32,12,4,5,215.56,99.56,754,False,False
2025-09-23,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,174,15,5,2,3,146.97,77.37,751,False,False
2025-09-24,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.91,8.33,216,23,9,3,3,134.72,65.12,748,False,False
2025-09-25,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,7.5,191,17,6,2,3,139.62,70.02,745,False,False
2025-09-26,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,196,26,11,1,3,124.92,55.32,742,False,False
2025-09-27,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,263,23,8,3,5,244.95,128.95,737,False,False
2025-09-28,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,210,16,6,1,1,48.99,25.79,736,False,False
2025-09-29,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.72,5.0,325,28,11,4,6,274.34,135.14,730,False,False
2025-09-30,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,194,17,7,2,2,97.98,51.58,728,False,False
2025-10-01,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,247,18,7,2,4,195.96,103.16,789,False,False
2025-10-02,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.01,20.0,211,32,12,2,3,120.02,50.42,786,False,False
2025-10-03,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,174,13,5,2,3,146.97,77.37,783,False,False
2025-10-04,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,37.97,22.5,175,28,12,2,2,75.93,29.53,781,False,False
2025-10-05,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,312,38,15,0,0,0.0,0.0,781,False,False
2025-10-06,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.03,2.5,343,27,10,4,5,235.15,119.15,776,False,False
2025-10-07,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,36.74,25.0,194,29,12,2,2,73.48,27.08,774,False,False
2025-10-08,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.32,5.0,223,21,8,2,4,181.26,88.46,770,False,False
2025-10-09,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,182,16,6,2,2,97.98,51.58,768,False,False
2025-10-10,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,6.67,242,24,9,3,4,176.36,83.56,764,False,False
2025-10-11,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,179,15,6,0,0,0.0,0.0,764,False,False
2025-10-12,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,210,16,6,2,3,146.97,77.37,761,False,False
2025-10-13,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,173,17,6,0,0,0.0,0.0,761,False,False
2025-10-14,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.82,12.5,195,24,9,2,3,122.47,52.87,758,False,False
2025-10-15,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,175,25,10,2,2,78.38,31.98,756,False,False
2025-10-16,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,259,22,8,3,7,342.93,180.53,749,False,False
2025-10-17,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,227,25,9,2,2,88.18,41.78,747,False,False
2025-10-18,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.32,5.0,303,25,10,4,8,362.52,176.92,739,False,False
2025-10-19,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,138,12,4,0,0,0.0,0.0,739,False,False
2025-10-20,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,210,16,6,1,1,48.99,25.79,738,False,False
2025-10-21,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.79,6.0,376,41,17,5,7,313.53,151.13,731,False,False
2025-10-22,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.46,10.0,253,24,10,2,3,127.37,57.77,728,False,False
2025-10-23,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,264,20,8,3,3,146.97,77.37,725,False,False
2025-10-24,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.52,3.0,408,35,14,5,5,237.6,121.6,720,False,False
2025-10-25,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,269,21,7,3,4,195.96,103.16,716,False,False
2025-10-26,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,181,25,11,1,1,39.19,15.99,715,False,False
2025-10-27,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,285,34,15,4,5,220.45,104.45,710,False,False
2025-10-28,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.31,10.0,224,26,11,3,4,181.26,88.46,706,False,False
2025-10-29,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,179,20,8,2,2,88.18,41.78,704,False,False
2025-10-30,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.18,13.57,450,49,20,7,9,379.66,170.86,695,False,False
2025-10-31,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,45.93,6.25,308,28,11,4,4,183.71,90.91,691,False,False
2025-11-01,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.55,10.0,340,36,16,5,9,391.92,183.12,721,False,False
2025-11-02,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,5.0,323,28,10,4,8,372.32,186.72,713,False,False
2025-11-03,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,266,20,8,0,0,0.0,0.0,713,False,False
2025-11-04,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,357,32,12,4,4,195.96,103.16,709,False,False
2025-11-05,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,2.5,326,25,11,4,6,279.24,140.04,703,False,False
2025-11-06,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,274,22,9,3,6,293.94,154.74,697,False,False
2025-11-07,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.5,11.67,336,35,16,3,6,266.99,127.79,691,False,False
2025-11-08,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,242,21,8,2,3,146.97,77.37,688,False,False
2025-11-09,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,251,27,10,1,2,83.28,36.88,686,False,False
2025-11-10,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,7.5,158,16,6,2,3,132.27,62.67,683,False,False
2025-11-11,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,36.74,25.0,277,41,18,3,4,146.96,54.16,679,False,False
2025-11-12,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.36,3.33,237,20,9,3,3,142.07,72.47,676,False,False
2025-11-13,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.87,12.5,231,27,12,2,2,85.73,39.33,674,False,False
2025-11-14,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,292,31,13,1,1,41.64,18.44,673,False,False
2025-11-15,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,213,19,7,2,2,97.98,51.58,671,False,False
2025-11-16,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,3.33,247,25,10,3,4,186.16,93.36,667,False,False
2025-11-17,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,38.92,20.83,342,52,20,6,9,350.27,141.47,658,False,False
2025-11-18,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,47.15,7.5,318,31,13,2,4,188.61,95.81,654,False,False
2025-11-19,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.78,7.0,374,40,17,5,8,350.27,164.67,646,False,False
2025-11-20,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,34.29,30.0,313,50,24,3,3,102.87,33.27,643,False,False
2025-11-21,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,522,39,14,6,7,342.93,180.53,636,False,False
2025-11-22,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,294,32,14,3,3,124.92,55.32,633,False,False
2025-11-23,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,267,20,8,1,1,48.99,25.79,632,False,False
2025-11-24,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,376,43,18,6,8,333.12,147.52,624,False,False
2025-11-25,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,186,17,6,1,1,48.99,25.79,623,False,False
2025-11-26,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,313,38,16,5,7,291.48,129.08,616,False,False
2025-11-27,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,41.64,15.0,356,40,15,4,4,166.56,73.76,612,False,False
2025-11-28,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,259,18,7,3,3,146.97,77.37,609,False,False
2025-11-29,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,37.96,23.33,266,41,17,3,4,151.86,59.06,605,False,False
2025-11-30,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,353,44,19,6,10,391.9,159.9,595,False,False
2025-12-01,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.7,8.75,298,33,13,4,4,178.81,86.01,632,False,False
2025-12-02,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,448,38,14,5,6,293.94,154.74,626,False,False
2025-12-03,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.95,6.25,313,27,12,4,6,281.69,142.49,620,False,False
2025-12-04,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,300,31,12,1,1,44.09,20.89,619,False,False
2025-12-05,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,249,19,7,2,2,97.98,51.58,617,False,False
2025-12-06,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.62,12.5,258,29,11,4,5,213.1,97.1,612,False,False
2025-12-07,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.46,15.0,330,38,16,2,3,127.37,57.77,609,False,False
2025-12-08,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,268,26,11,2,2,88.18,41.78,607,False,False
2025-12-09,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,302,40,15,4,6,235.14,95.94,601,False,False
2025-12-10,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.87,12.5,278,30,13,2,2,85.73,39.33,599,False,False
2025-12-11,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,7.5,251,27,11,2,3,132.27,62.67,596,False,False
2025-12-12,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,230,18,6,2,3,146.97,77.37,593,False,False
2025-12-13,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,36.74,25.0,255,36,14,5,7,257.18,94.78,586,False,False
2025-12-14,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,40.01,18.33,273,39,17,3,3,120.02,50.42,583,False,False
2025-12-15,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,302,36,16,2,2,78.38,31.98,581,False,False
2025-12-16,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,231,19,7,1,1,48.99,25.79,580,False,False
2025-12-17,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.99,0.0,194,14,6,2,2,97.98,51.58,578,False,False
2025-12-18,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,8.33,258,27,11,3,7,308.63,146.23,571,False,False
2025-12-19,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,340,48,20,6,11,431.1,175.9,560,False,False
2025-12-20,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,256,26,11,2,2,88.18,41.78,558,False,False
2025-12-21,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.87,12.5,242,26,12,2,2,85.73,39.33,556,False,False
2025-12-22,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,230,24,10,2,2,88.18,41.78,554,False,False
2025-12-23,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,20.0,273,35,15,3,3,117.57,47.97,551,False,False
2025-12-24,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.91,8.33,214,21,9,3,3,134.72,65.12,548,False,False
2025-12-25,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.54,7.5,295,31,12,4,6,279.24,140.04,542,False,False
2025-12-26,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,42.46,10.0,249,29,10,2,3,127.37,57.77,539,False,False
2025-12-27,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,39.19,17.5,223,32,14,2,3,117.57,47.97,536,False,False
2025-12-28,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,43.39,10.0,334,36,16,5,7,303.73,141.33,529,False,False
2025-12-29,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,48.01,2.0,414,35,15,5,5,240.05,124.05,524,False,False
2025-12-30,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,46.23,4.29,547,55,22,7,8,369.87,184.27,516,False,False
2025-12-31,P0006,Pulse Pocket Leggings,leggings,23.2,48.99,44.09,10.0,260,25,10,1,2,88.18,41.78,514,False,False
2024-01-01,P0007,Apex Support Sports Bra,sports_bras,14.19,31.99,31.99,0.0,174,14,5,1,1,31.99,17.8,1002,False,False
2024-01-02,P0007,Apex Support Sports Bra,sports_bras,14.19,31.99,28.79,10.0,283,29,11,0,0,0.0,0.0,1002,False,False
2024-01-03,P0007,Apex Support Sports Bra,sports_bras,14.19,31.99,27.19,15.0,253,27,10,0,0,0.0,0.0,1002,False,False
2024-01-04,P0007,Apex Support Sports Bra,sports_bras,14.19,31.99,31.99,0.0,187,16,6,2,3,95.97,53.4,999,False,False
