customer_id,first_purchase_date,customer_region,acquisition_channel,customer_tenure_days,purchase_frequency,prior_spending,transaction_count,total_spending,average_discount_percent,price_increase_occurred,churned,last_transaction_date
C003980,2024-08-14,europe,affiliate,504,1.449,66.38,2,66.38,5.0,False,False,2024-12-25
C003981,2024-07-09,uk,direct,540,2.029,126.11,3,126.11,13.33,False,False,2025-06-02
C003982,2024-03-07,north_america,influencer,664,4.951,504.28,9,504.28,9.44,True,True,2025-12-05
C003983,2025-07-15,north_america,influencer,169,4.322,127.97,2,127.97,10.0,True,False,2025-09-08
C003984,2025-07-25,asia_pacific,organic_search,159,6.892,214.95,3,214.95,11.67,False,False,2025-12-08
C003985,2024-10-13,uk,affiliate,444,6.581,415.12,8,415.12,10.0,False,False,2025-12-02
C003986,2024-07-21,north_america,email,528,4.151,576.49,6,576.49,15.0,False,False,2025-11-10
C003987,2024-01-15,uk,direct,716,7.142,1008.46,14,1008.46,4.64,True,False,2025-12-07
C003988,2024-11-03,uk,organic_search,423,2.59,182.96,3,182.96,3.33,False,False,2025-07-11
C003989,2024-11-29,uk,affiliate,397,3.68,224.16,4,224.16,5.0,True,False,2025-12-06
C003990,2024-03-30,north_america,influencer,641,3.989,502.16,7,502.16,10.71,False,False,2025-11-07
C003991,2025-06-25,asia_pacific,organic_search,189,7.73,247.64,4,247.64,13.75,False,False,2025-12-27
C003992,2024-02-14,north_america,influencer,686,3.195,280.33,6,280.33,5.0,True,False,2025-12-11
C003993,2024-11-27,uk,paid_social,399,3.662,229.39,4,229.39,10.0,False,False,2025-12-29
C003994,2024-10-14,north_america,organic_search,443,3.298,125.56,4,125.56,12.5,False,False,2025-07-25
C003995,2024-08-25,north_america,organic_search,493,3.704,290.64,5,290.64,9.0,True,False,2025-09-08
C003996,2024-12-30,north_america,email,366,2.994,232.6,3,232.6,8.33,False,False,2025-10-08
C003997,2024-12-04,asia_pacific,influencer,392,2.795,147.76,3,147.76,11.67,False,False,2025-09-15
C003998,2024-03-01,uk,influencer,670,2.181,125.46,4,125.46,6.25,False,False,2025-11-02
C003999,2025-11-03,europe,paid_social,58,4.0,41.99,1,41.99,0.0,False,False,2025-11-03
C004000,2024-08-31,europe,direct,487,1.5,338.95,2,338.95,0.0,False,False,2025-04-29
C004001,2025-05-29,europe,direct,216,8.455,243.89,5,243.89,12.0,False,False,2025-12-18
C004002,2024-11-05,uk,organic_search,421,0.868,30.99,1,30.99,0.0,False,False,2024-11-05
C004003,2025-11-08,north_america,paid_social,53,8.0,92.68,2,92.68,10.0,False,False,2025-12-01
C004004,2024-01-27,uk,influencer,704,3.113,254.13,6,254.13,3.33,False,False,2025-08-22
C004005,2024-02-01,uk,email,699,0.523,21.99,1,21.99,0.0,False,True,2024-02-01
C004006,2025-01-29,europe,organic_search,336,1.087,38.99,1,38.99,0.0,True,False,2025-01-29
C004007,2024-07-13,asia_pacific,organic_search,536,1.363,83.48,2,83.48,15.0,True,False,2025-01-05
C004008,2025-08-30,uk,affiliate,123,5.939,62.98,2,62.98,0.0,False,False,2025-10-24
C004009,2025-05-19,uk,paid_social,226,3.232,200.57,2,200.57,5.0,False,False,2025-10-29
C004010,2024-07-27,europe,direct,522,4.898,363.41,7,363.41,10.0,True,False,2025-11-30
C004011,2024-08-13,uk,paid_social,505,5.786,319.91,8,319.91,8.12,True,False,2025-11-18
C004012,2024-02-13,north_america,affiliate,687,4.253,531.21,8,531.21,6.25,False,False,2025-11-03
C004013,2024-08-06,north_america,direct,512,4.28,378.72,6,378.72,5.0,True,False,2025-12-23
C004014,2025-01-29,uk,influencer,336,4.348,205.15,4,205.15,7.5,False,False,2025-12-15
C004015,2024-07-04,asia_pacific,direct,545,5.361,416.87,8,416.87,10.62,True,True,2025-10-26
C004016,2025-02-01,north_america,email,333,5.484,350.33,5,350.33,6.0,True,False,2025-12-06
C004017,2024-04-22,uk,influencer,618,8.274,794.38,14,794.38,4.64,True,False,2025-11-13
C004018,2025-09-15,asia_pacific,paid_social,107,3.414,54.99,1,54.99,0.0,False,False,2025-09-15
C004019,2025-05-22,north_america,email,223,1.638,48.99,1,48.99,0.0,False,False,2025-05-22
C004020,2025-03-16,north_america,direct,290,2.519,81.98,2,81.98,0.0,False,False,2025-07-12
C004021,2024-10-22,north_america,influencer,435,1.679,206.47,2,206.47,12.5,False,False,2025-10-21
C004022,2025-02-18,europe,direct,316,6.935,314.08,6,314.08,2.5,True,False,2025-12-09
C004023,2024-02-13,asia_pacific,direct,687,2.127,351.73,4,351.73,2.5,False,False,2025-10-12
C004024,2025-07-19,asia_pacific,paid_social,165,2.214,56.94,1,56.94,15.0,False,False,2025-07-19
C004025,2025-02-17,uk,direct,317,4.609,220.85,4,220.85,3.75,False,False,2025-07-25
C004026,2025-02-27,europe,direct,307,3.569,177.37,3,177.37,20.0,True,False,2025-09-11
C004027,2025-12-01,north_america,organic_search,30,4.0,47.69,1,47.69,10.0,False,False,2025-12-01
C004028,2025-09-14,rest_of_world,paid_social,108,6.764,67.93,2,67.93,22.5,False,False,2025-12-27
C004029,2025-04-10,asia_pacific,affiliate,265,5.513,176.76,4,176.76,10.0,False,False,2025-11-10
C004030,2025-10-04,north_america,influencer,88,8.0,122.36,2,122.36,10.0,False,False,2025-11-28
C004031,2024-07-18,uk,influencer,531,3.439,313.22,5,313.22,6.0,False,False,2025-12-04
C004032,2025-02-14,uk,affiliate,320,4.566,314.04,4,314.04,10.0,False,False,2025-11-29
C004033,2024-01-15,uk,direct,716,2.041,322.5,4,322.5,11.25,False,False,2025-06-15
C004034,2024-03-27,uk,influencer,644,1.701,256.94,3,256.94,0.0,False,False,2025-09-03
C004035,2024-07-13,uk,organic_search,536,4.089,289.13,6,289.13,4.17,True,True,2025-10-04
C004036,2025-02-26,north_america,paid_social,308,4.744,214.01,4,214.01,10.0,False,False,2025-12-03
C004037,2025-12-01,uk,paid_social,30,4.0,58.99,1,58.99,0.0,False,False,2025-12-01
C004038,2024-11-26,uk,paid_social,400,3.653,198.35,4,198.35,16.25,False,False,2025-11-05
C004039,2024-02-04,uk,influencer,696,1.574,261.46,3,261.46,15.0,False,False,2025-10-03
C004040,2025-01-05,rest_of_world,paid_social,360,3.044,189.46,3,189.46,8.33,False,False,2025-10-08
C004041,2024-03-30,uk,paid_social,641,2.849,505.42,5,505.42,2.0,False,True,2025-11-21
C004042,2024-05-09,europe,direct,601,2.431,255.95,4,255.95,11.25,True,False,2025-10-19
C004043,2024-10-10,asia_pacific,organic_search,447,3.268,233.06,4,233.06,10.0,False,False,2025-10-14
C004044,2024-09-28,europe,direct,459,3.183,247.14,4,247.14,2.5,False,False,2025-12-17
C004045,2024-11-07,uk,paid_social,419,5.23,623.0,6,623.0,8.33,False,False,2025-11-30
C004046,2024-08-10,north_america,affiliate,508,2.876,221.55,4,221.55,6.25,True,False,2025-10-13
C004047,2025-11-28,north_america,paid_social,33,4.0,35.99,1,35.99,0.0,False,False,2025-11-28
C004048,2025-03-21,europe,direct,285,3.845,102.67,3,102.67,3.33,True,False,2025-10-20
C004049,2024-12-21,asia_pacific,influencer,375,4.87,371.77,5,371.77,13.0,False,False,2025-12-29
C004050,2024-07-19,europe,affiliate,530,2.757,169.71,4,169.71,13.75,False,False,2025-11-30
C004051,2024-05-11,north_america,paid_social,599,4.878,398.81,8,398.81,11.25,False,False,2025-10-31
C004052,2024-09-14,uk,paid_social,473,2.317,105.52,3,105.52,8.33,False,False,2025-09-09
C004053,2024-09-25,north_america,influencer,462,4.744,362.02,6,362.02,5.83,False,False,2025-12-14
C004054,2025-07-13,rest_of_world,influencer,171,8.544,231.25,4,231.25,10.0,False,False,2025-11-30
C004055,2024-05-12,uk,influencer,598,1.222,55.98,2,55.98,0.0,False,False,2025-03-03
C004056,2025-02-03,north_america,organic_search,331,5.517,281.23,5,281.23,9.0,False,False,2025-11-25
C004057,2025-05-07,asia_pacific,direct,238,4.604,140.07,3,140.07,3.33,False,False,2025-12-02
C004058,2025-10-12,europe,paid_social,80,8.0,80.78,2,80.78,10.0,False,False,2025-12-27
C004059,2025-09-03,north_america,influencer,119,6.139,113.57,2,113.57,20.0,False,False,2025-11-13
C004060,2025-09-01,europe,email,121,3.019,102.58,1,102.58,10.0,False,False,2025-09-01
C004061,2025-08-17,rest_of_world,paid_social,136,2.686,71.38,1,71.38,15.0,False,False,2025-08-17
C004062,2024-02-16,europe,direct,684,2.136,204.76,4,204.76,12.5,True,False,2025-09-27
C004063,2025-07-09,europe,direct,175,6.261,199.96,3,199.96,0.0,False,False,2025-10-19
C004064,2024-04-04,asia_pacific,influencer,636,1.723,123.26,3,123.26,11.67,True,False,2025-06-09
C004065,2024-05-13,uk,organic_search,597,2.447,212.9,4,212.9,7.5,True,False,2025-07-25
C004066,2024-08-12,north_america,organic_search,506,2.887,212.75,4,212.75,10.0,False,False,2025-02-01
C004067,2024-04-30,uk,paid_social,610,4.191,425.85,7,425.85,7.86,True,False,2025-09-20
C004068,2025-03-25,uk,influencer,281,3.899,144.77,3,144.77,8.33,False,False,2025-07-19
C004069,2024-11-13,north_america,direct,413,3.538,341.53,4,341.53,2.5,False,False,2025-11-02
C004070,2025-02-24,asia_pacific,affiliate,310,4.713,179.81,4,179.81,13.75,False,False,2025-08-03
C004071,2025-07-16,asia_pacific,paid_social,168,6.522,233.86,3,233.86,8.33,False,False,2025-11-22
C004072,2025-05-30,north_america,affiliate,215,1.699,163.98,1,163.98,0.0,False,False,2025-05-30
C004073,2025-03-12,uk,direct,294,6.212,223.93,5,223.93,13.0,False,False,2025-12-22
C004074,2025-01-03,europe,affiliate,362,6.054,557.07,6,557.07,5.83,True,False,2025-11-16
C004075,2025-02-14,europe,influencer,320,6.848,639.69,6,639.69,11.67,True,False,2025-11-10
C004076,2024-07-26,uk,email,523,3.492,329.23,5,329.23,7.0,True,False,2025-10-26
C004077,2025-07-29,uk,affiliate,155,7.069,154.97,3,154.97,10.0,True,False,2025-12-01
C004078,2024-05-01,uk,influencer,609,2.399,342.35,4,342.35,11.25,True,False,2025-04-22
C004079,2024-01-20,uk,direct,711,5.651,882.54,11,882.54,10.91,True,False,2025-12-23
C004080,2025-07-19,europe,direct,165,6.641,174.57,3,174.57,3.33,True,False,2025-12-27
C004081,2025-08-10,europe,affiliate,143,2.554,54.99,1,54.99,0.0,False,False,2025-08-10
C004082,2025-05-15,north_america,influencer,230,4.764,170.36,3,170.36,6.67,False,False,2025-10-22
C004083,2025-07-26,north_america,paid_social,158,6.935,125.97,3,125.97,8.33,False,False,2025-12-02
C004084,2025-08-21,north_america,direct,132,5.534,134.97,2,134.97,0.0,False,False,2025-12-17
C004085,2025-05-18,asia_pacific,paid_social,227,3.218,106.77,2,106.77,10.0,False,False,2025-12-28
C004086,2024-04-27,north_america,paid_social,613,4.171,516.4,7,516.4,2.14,False,False,2025-06-17
C004087,2024-10-16,uk,paid_social,441,8.282,511.99,10,511.99,11.0,False,False,2025-12-30
C004088,2025-08-22,north_america,paid_social,131,5.576,129.57,2,129.57,12.5,False,False,2025-11-06
C004089,2025-01-28,europe,email,337,2.168,58.18,2,58.18,10.0,False,False,2025-06-21
C004090,2025-10-05,rest_of_world,organic_search,87,4.0,109.98,1,109.98,0.0,False,False,2025-10-05
C004091,2025-06-27,europe,paid_social,187,5.86,124.97,3,124.97,0.0,False,False,2025-12-03
C004092,2025-01-31,north_america,affiliate,334,4.374,351.94,4,351.94,7.5,False,False,2025-06-11
C004093,2024-07-17,north_america,influencer,532,2.06,150.97,3,150.97,3.33,False,True,2025-12-27
C004094,2025-08-04,north_america,affiliate,149,4.903,120.58,2,120.58,5.0,False,False,2025-10-04
C004095,2025-01-07,north_america,direct,358,4.081,251.44,4,251.44,15.0,False,False,2025-12-12
C004096,2024-05-01,uk,influencer,609,1.2,111.97,2,111.97,0.0,False,False,2025-02-16
C004097,2024-07-29,north_america,paid_social,520,4.214,421.32,6,421.32,7.5,False,False,2025-03-10
C004098,2025-06-04,north_america,organic_search,210,5.218,168.87,3,168.87,5.0,False,False,2025-12-30
C004099,2024-03-05,uk,direct,666,2.194,409.73,4,409.73,13.75,True,False,2025-09-09
C004100,2025-01-22,rest_of_world,influencer,343,5.324,240.74,5,240.74,8.0,False,False,2025-11-25
C004101,2025-02-24,uk,email,310,3.535,178.74,3,178.74,10.0,False,False,2025-12-26
C004102,2025-05-19,europe,email,226,4.848,112.57,3,112.57,20.0,False,False,2025-12-16
C004103,2024-09-27,europe,organic_search,460,6.352,447.56,8,447.56,8.12,False,False,2025-11-10
C004104,2025-10-10,uk,influencer,82,4.0,68.99,1,68.99,0.0,False,False,2025-10-10
C004105,2024-10-08,asia_pacific,email,449,6.508,471.0,8,471.0,9.38,False,False,2025-12-14
C004106,2024-01-25,europe,paid_social,706,3.104,359.65,6,359.65,7.5,True,False,2025-09-09
C004107,2025-11-26,asia_pacific,organic_search,35,4.0,52.99,1,52.99,0.0,True,False,2025-11-26
C004108,2024-01-28,uk,direct,703,2.598,358.34,5,358.34,9.0,True,False,2025-09-21
C004109,2025-05-08,north_america,influencer,237,3.082,66.98,2,66.98,0.0,False,False,2025-07-19
C004110,2025-08-17,uk,direct,136,2.686,97.98,1,97.98,0.0,False,False,2025-08-17
C004111,2025-06-21,uk,email,193,3.785,83.98,2,83.98,7.5,False,False,2025-09-07
C004112,2024-03-30,north_america,direct,641,2.849,222.54,5,222.54,6.0,False,False,2025-10-19
C004113,2024-01-31,uk,paid_social,700,3.653,296.18,7,296.18,9.29,False,False,2025-11-18
C004114,2025-06-29,north_america,organic_search,185,5.923,135.07,3,135.07,15.0,False,False,2025-11-11
C004115,2025-02-07,asia_pacific,direct,327,1.117,87.98,1,87.98,0.0,False,False,2025-02-07
C004116,2024-12-09,north_america,direct,387,8.494,428.84,9,428.84,8.33,True,False,2025-11-21
C004117,2024-02-24,asia_pacific,paid_social,676,2.702,233.05,5,233.05,8.0,False,False,2025-12-29
C004118,2025-11-29,asia_pacific,influencer,32,4.0,39.74,1,39.74,25.0,False,False,2025-11-29
C004119,2024-08-29,asia_pacific,paid_social,489,2.988,224.16,4,224.16,2.5,False,False,2025-08-26
C004120,2025-11-02,north_america,direct,59,4.0,54.99,1,54.99,0.0,False,False,2025-11-02
C004121,2024-12-18,europe,direct,378,4.831,319.83,5,319.83,9.0,True,False,2025-12-13
C004122,2025-02-17,asia_pacific,influencer,317,4.609,297.84,4,297.84,3.75,True,True,2025-11-08
C004123,2025-07-08,europe,paid_social,176,4.151,118.88,2,118.88,7.5,False,False,2025-07-30
C004124,2024-04-07,asia_pacific,organic_search,633,4.039,419.81,7,419.81,7.14,True,False,2025-12-09
C004125,2025-08-25,north_america,influencer,128,5.707,156.96,2,156.96,0.0,False,False,2025-09-30
C004126,2024-09-11,north_america,affiliate,476,3.837,292.44,5,292.44,15.0,False,False,2025-10-12
C004127,2024-01-12,north_america,paid_social,719,1.524,302.95,3,302.95,0.0,False,False,2025-01-01
C004128,2025-03-13,uk,organic_search,293,4.986,212.15,4,212.15,10.0,False,True,2025-12-23
C004129,2024-11-04,north_america,direct,422,3.462,225.25,4,225.25,5.0,False,False,2025-06-13
C004130,2024-12-25,north_america,influencer,371,7.876,324.72,8,324.72,10.62,True,False,2025-12-02
C004131,2024-10-25,asia_pacific,organic_search,432,2.536,142.96,3,142.96,0.0,False,True,2025-10-01
C004132,2025-04-07,north_america,direct,268,4.089,88.87,3,88.87,15.0,False,False,2025-10-19
C004133,2024-09-08,europe,paid_social,479,4.575,407.53,6,407.53,5.83,False,False,2025-12-30
C004134,2024-09-30,rest_of_world,affiliate,457,7.193,522.15,9,522.15,6.67,True,False,2025-10-29
C004135,2025-08-24,uk,paid_social,129,2.831,51.29,1,51.29,10.0,False,False,2025-08-24
C004136,2025-03-22,uk,direct,284,3.858,111.57,3,111.57,3.33,False,False,2025-11-13
C004137,2025-01-05,uk,email,360,10.146,512.28,10,512.28,8.5,True,False,2025-12-29
C004138,2025-09-29,north_america,paid_social,93,3.927,35.99,1,35.99,10.0,False,False,2025-09-29
C004139,2024-03-02,europe,direct,669,1.638,172.46,3,172.46,10.0,False,False,2025-04-15
C004140,2025-10-05,north_america,paid_social,87,12.0,184.36,3,184.36,3.33,False,False,2025-12-10
C004141,2024-07-24,uk,affiliate,525,4.87,418.61,7,418.61,7.14,False,False,2025-11-18
C004142,2024-02-03,north_america,email,697,2.62,268.02,5,268.02,5.0,False,False,2025-10-27
C004143,2025-01-02,north_america,email,363,7.043,475.89,7,475.89,10.0,True,False,2025-11-30
C004144,2024-06-02,uk,direct,577,1.899,135.96,3,135.96,0.0,False,False,2025-11-20
C004145,2024-03-27,north_america,organic_search,644,4.537,464.5,8,464.5,5.62,False,False,2025-10-28
C004146,2024-10-08,asia_pacific,organic_search,449,2.44,107.62,3,107.62,11.67,False,False,2025-06-16
C004147,2025-03-04,europe,direct,302,8.466,416.91,7,416.91,5.71,True,False,2025-12-28
C004148,2024-09-06,uk,organic_search,481,6.834,612.64,9,612.64,10.0,True,False,2025-12-26
C004149,2024-11-06,uk,organic_search,420,5.218,361.72,6,361.72,1.67,False,False,2025-11-14
C004150,2024-10-28,north_america,influencer,429,5.96,594.88,7,594.88,10.0,True,False,2025-11-28
C004151,2024-09-18,uk,direct,469,2.336,117.02,3,117.02,5.0,False,False,2025-06-25
C004152,2024-08-03,north_america,influencer,515,2.128,136.07,3,136.07,3.33,True,False,2025-10-15
C004153,2025-11-10,uk,influencer,51,8.0,150.17,2,150.17,15.0,False,False,2025-12-19
C004154,2025-05-19,uk,organic_search,226,3.232,77.83,2,77.83,17.5,True,False,2025-10-25
C004155,2025-06-10,north_america,email,204,8.952,248.94,5,248.94,9.0,True,False,2025-12-20
C004156,2025-09-22,uk,organic_search,100,10.958,154.26,3,154.26,11.67,True,False,2025-12-04
C004157,2024-10-18,north_america,influencer,439,7.488,490.29,9,490.29,3.33,False,False,2025-12-15
C004158,2024-04-18,north_america,paid_social,622,5.285,377.6,9,377.6,10.0,False,False,2025-12-28
C004159,2024-04-30,uk,influencer,610,4.191,376.37,7,376.37,8.57,True,False,2025-12-23
C004160,2024-11-04,uk,paid_social,422,4.328,251.28,5,251.28,9.0,False,False,2025-10-03
C004161,2025-01-04,uk,paid_social,361,1.012,56.94,1,56.94,15.0,False,False,2025-01-04
C004162,2024-10-09,uk,email,448,2.446,106.27,3,106.27,11.67,False,False,2025-10-13
C004163,2024-12-10,north_america,direct,386,0.946,43.19,1,43.19,20.0,False,False,2024-12-10
C004164,2025-03-21,europe,affiliate,285,6.408,318.11,5,318.11,6.0,False,False,2025-11-03
C004165,2025-01-16,europe,affiliate,349,2.093,82.23,2,82.23,12.5,False,False,2025-09-30
C004166,2024-02-25,north_america,direct,675,2.706,208.15,5,208.15,9.0,False,False,2025-09-07
C004167,2024-07-24,uk,paid_social,525,1.391,154.17,2,154.17,15.0,False,False,2025-09-20
C004168,2025-04-12,north_america,paid_social,263,5.555,223.55,4,223.55,7.5,False,False,2025-09-27
C004169,2024-09-05,asia_pacific,direct,482,2.273,146.97,3,146.97,0.0,False,False,2025-10-13
C004170,2025-06-02,north_america,organic_search,212,3.446,114.98,2,114.98,12.5,False,False,2025-12-02
C004171,2024-04-05,uk,email,635,0.575,31.99,1,31.99,0.0,False,False,2024-04-05
C004172,2024-07-13,europe,direct,536,2.726,267.34,4,267.34,5.0,False,False,2025-08-04
C004173,2025-11-12,europe,paid_social,49,8.0,158.96,2,158.96,7.5,True,False,2025-12-17
C004174,2024-03-05,north_america,organic_search,666,1.645,144.17,3,144.17,15.0,False,False,2025-11-04
C004175,2025-02-26,europe,influencer,308,2.372,108.93,2,108.93,12.5,False,False,2025-09-06
C004176,2024-07-09,uk,direct,540,2.029,132.06,3,132.06,20.0,False,False,2025-06-03
C004177,2025-02-26,uk,email,308,1.186,91.77,1,91.77,10.0,False,False,2025-02-26
C004178,2024-06-19,europe,organic_search,560,1.304,62.38,2,62.38,10.0,False,True,2025-08-31
C004179,2025-06-14,uk,direct,200,5.479,138.92,3,138.92,13.33,False,False,2025-12-26
C004180,2024-06-21,uk,organic_search,558,2.618,275.98,4,275.98,3.75,True,False,2025-11-21
C004181,2025-09-16,uk,direct,106,6.892,180.86,2,180.86,7.5,False,False,2025-12-17
C004182,2025-03-23,north_america,organic_search,283,2.581,98.98,2,98.98,0.0,False,False,2025-12-29
C004183,2025-08-20,europe,email,133,8.239,163.36,3,163.36,6.67,False,False,2025-10-23
C004184,2024-05-04,europe,organic_search,606,7.233,590.14,12,590.14,10.0,False,False,2025-12-22
C004185,2025-10-27,north_america,email,65,8.0,206.37,2,206.37,7.5,False,False,2025-12-22
C004186,2024-02-23,uk,paid_social,677,1.619,213.61,3,213.61,11.67,False,True,2024-08-12
C004187,2025-11-22,europe,paid_social,39,4.0,37.99,1,37.99,0.0,False,False,2025-11-22
C004188,2024-11-30,north_america,paid_social,396,3.689,210.35,4,210.35,3.75,False,False,2025-12-27
C004189,2025-11-22,europe,direct,39,4.0,35.99,1,35.99,10.0,False,False,2025-11-22
C004190,2025-04-16,north_america,organic_search,259,1.41,39.74,1,39.74,25.0,False,False,2025-04-16
C004191,2025-05-05,europe,paid_social,240,3.044,188.26,2,188.26,5.0,False,False,2025-12-29
C004192,2024-08-17,uk,paid_social,501,2.916,301.73,4,301.73,2.5,False,False,2025-11-08
C004193,2024-09-14,europe,paid_social,473,5.405,397.51,7,397.51,8.57,True,False,2025-07-25
C004194,2024-04-12,asia_pacific,paid_social,628,5.234,590.89,9,590.89,4.44,False,False,2025-09-27
C004195,2025-06-24,north_america,affiliate,190,3.845,54.98,2,54.98,0.0,False,False,2025-10-19
C004196,2024-08-17,uk,email,501,2.187,153.46,3,153.46,11.67,True,False,2025-11-21
C004197,2024-07-09,asia_pacific,direct,540,4.735,319.73,7,319.73,1.43,True,False,2025-12-09
C004198,2024-07-28,uk,organic_search,521,6.31,554.81,9,554.81,13.89,True,False,2025-12-05
C004199,2024-07-28,north_america,paid_social,521,6.31,660.15,9,660.15,11.11,False,False,2025-12-06
C004200,2024-02-14,uk,paid_social,686,4.259,383.69,8,383.69,8.12,True,False,2025-12-16
C004201,2025-11-01,europe,email,60,4.0,53.09,1,53.09,10.0,False,False,2025-11-01
C004202,2024-12-07,asia_pacific,influencer,389,6.573,657.06,7,657.06,9.29,True,False,2025-10-31
C004203,2024-04-25,europe,paid_social,615,5.345,498.39,9,498.39,2.78,False,False,2025-12-03
C004204,2024-01-07,north_america,influencer,724,0.504,40.78,1,40.78,15.0,False,False,2024-01-07
C004205,2024-05-23,uk,organic_search,587,4.356,337.82,7,337.82,12.86,True,False,2025-12-26
C004206,2024-04-22,uk,influencer,618,2.955,259.4,5,259.4,12.0,False,False,2025-12-01
C004207,2024-03-30,uk,influencer,641,1.709,192.27,3,192.27,3.33,False,False,2025-07-26
C004208,2024-03-29,asia_pacific,affiliate,642,2.276,303.21,4,303.21,7.5,False,False,2025-02-04
C004209,2024-11-29,uk,paid_social,397,0.92,109.98,1,109.98,0.0,False,True,2024-11-29
C004210,2025-10-06,asia_pacific,direct,86,4.0,53.09,1,53.09,10.0,False,False,2025-10-06
C004211,2024-12-30,asia_pacific,email,366,1.996,70.58,2,70.58,7.5,False,False,2025-07-08
C004212,2024-03-18,europe,affiliate,653,2.237,288.64,4,288.64,10.0,True,False,2025-02-10
C004213,2025-09-05,uk,paid_social,117,3.122,31.49,1,31.49,10.0,False,False,2025-09-05
C004214,2024-08-24,uk,email,494,2.957,249.45,4,249.45,11.25,True,False,2025-12-12
C004215,2024-03-24,asia_pacific,influencer,647,2.823,227.2,5,227.2,13.0,False,False,2025-12-21
C004216,2024-05-28,asia_pacific,direct,582,2.51,228.34,4,228.34,2.5,False,False,2025-09-01
C004217,2025-02-26,europe,direct,308,1.186,37.98,1,37.98,0.0,True,False,2025-02-26
C004218,2024-05-26,europe,influencer,584,8.131,589.05,13,589.05,8.85,True,False,2025-09-21
C004219,2025-07-11,north_america,direct,173,2.111,53.09,1,53.09,10.0,False,False,2025-07-11
C004220,2025-01-08,europe,paid_social,357,2.046,103.68,2,103.68,7.5,False,False,2025-04-02
C004221,2025-01-12,europe,paid_social,353,4.139,410.39,4,410.39,10.0,False,True,2025-12-01
C004222,2024-10-15,uk,direct,442,2.479,131.72,3,131.72,8.33,True,False,2025-11-22
C004223,2024-05-30,uk,influencer,580,7.557,661.84,12,661.84,8.75,True,False,2025-12-29
C004224,2024-07-07,north_america,direct,542,3.369,207.6,5,207.6,5.0,False,False,2025-10-31
C004225,2024-08-05,asia_pacific,organic_search,513,2.848,229.36,4,229.36,7.5,True,False,2025-10-30
C004226,2025-07-06,north_america,organic_search,178,4.104,72.13,2,72.13,7.5,False,False,2025-08-09
C004227,2024-04-06,north_america,direct,634,1.152,175.57,2,175.57,10.0,False,False,2025-03-31
C004228,2024-12-21,europe,email,375,4.87,195.55,5,195.55,3.0,True,False,2025-10-19
C004229,2024-09-10,europe,paid_social,477,3.063,214.14,4,214.14,13.75,False,False,2025-03-22
C004230,2024-09-20,europe,paid_social,467,3.128,206.96,4,206.96,0.0,False,False,2025-10-23
C004231,2024-12-29,europe,affiliate,367,1.99,129.97,2,129.97,5.0,True,False,2025-02-22
C004232,2025-11-10,north_america,affiliate,51,4.0,33.99,1,33.99,0.0,False,False,2025-11-10
C004233,2024-01-13,north_america,email,718,2.035,131.21,4,131.21,21.25,False,False,2025-11-29
C004234,2024-04-23,north_america,direct,617,1.776,160.96,3,160.96,6.67,False,False,2024-11-13
C004235,2025-11-04,north_america,direct,57,8.0,164.17,2,164.17,5.0,False,False,2025-12-15
C004236,2025-09-12,asia_pacific,direct,110,3.32,31.99,1,31.99,0.0,False,False,2025-09-12
C004237,2025-08-08,uk,organic_search,145,7.557,125.16,3,125.16,13.33,False,False,2025-12-22
C004238,2025-05-26,europe,direct,219,1.668,30.59,1,30.59,10.0,False,False,2025-05-26
C004239,2025-06-20,north_america,email,194,3.765,139.36,2,139.36,15.0,False,False,2025-11-07
C004240,2024-04-12,uk,influencer,628,3.49,327.62,6,327.62,12.5,False,False,2025-12-04
C004241,2025-03-20,uk,organic_search,286,1.277,69.98,1,69.98,0.0,False,False,2025-03-20
C004242,2025-07-30,europe,affiliate,154,7.115,179.66,3,179.66,10.0,False,False,2025-12-14
C004243,2024-05-03,rest_of_world,influencer,607,5.416,399.98,9,399.98,8.89,False,False,2025-10-04
C004244,2025-09-16,uk,paid_social,106,3.446,117.98,1,117.98,0.0,False,False,2025-09-16
C004245,2025-06-21,north_america,influencer,193,1.892,39.58,1,39.58,10.0,False,False,2025-06-21
C004246,2025-05-23,uk,influencer,222,8.226,363.44,5,363.44,5.0,False,False,2025-12-23
C004247,2025-09-20,asia_pacific,direct,102,3.581,68.99,1,68.99,0.0,False,False,2025-09-20
C004248,2025-08-27,north_america,paid_social,126,2.899,39.99,1,39.99,0.0,False,False,2025-08-27
C004249,2024-03-04,europe,email,667,2.19,201.64,4,201.64,15.0,True,False,2025-09-08
C004250,2024-04-24,north_america,organic_search,616,2.965,465.92,5,465.92,5.0,True,False,2025-09-18
C004251,2024-09-08,europe,influencer,479,2.288,346.15,3,346.15,6.67,False,False,2025-08-23
C004252,2025-05-03,north_america,paid_social,242,1.509,50.14,1,50.14,15.0,False,False,2025-05-03
C004253,2025-09-04,europe,direct,118,12.381,227.05,4,227.05,7.5,False,False,2025-12-30
C004254,2025-07-25,uk,organic_search,159,11.486,264.94,5,264.94,0.0,False,False,2025-11-26
C004255,2024-08-24,north_america,paid_social,494,0.739,38.38,1,38.38,20.0,True,False,2024-08-24
C004256,2025-06-06,north_america,email,208,5.268,148.37,3,148.37,3.33,True,False,2025-10-15
C004257,2025-10-21,europe,influencer,71,4.0,15.39,1,15.39,30.0,False,False,2025-10-21
