transaction_id,customer_id,transaction_date,product_id,product_name,product_category,product_price,unit_cost,list_price,selling_price,discount_amount,discount_percent,quantity,order_value,gross_margin,customer_region,acquisition_channel,customer_tenure_days,purchase_frequency,prior_spending,price_increase_occurred,churned
T00006869,C001736,2025-10-21,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,17.59,4.4,20.0,1,17.59,9.82,europe,influencer,153,4.775,90.98,False,False
T00006870,C001737,2025-12-01,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,24.79,6.2,20.0,1,24.79,8.73,north_america,organic_search,0,0.0,0.0,False,False
T00006871,C001738,2024-05-11,P0010,Lift High-Support Bra,sports_bras,34.99,13.72,34.99,34.99,0.0,0.0,2,69.98,42.54,north_america,affiliate,0,0.0,0.0,False,True
T00006872,C001738,2025-10-29,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,83.99,0.0,0.0,1,83.99,40.65,north_america,affiliate,536,0.681,69.98,False,True
T00006873,C001739,2024-11-30,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,37.39,6.6,15.0,1,37.39,19.07,europe,email,0,0.0,0.0,False,False
T00006874,C001739,2025-03-19,P0040,Lift Wrist Wraps,accessories,21.99,10.87,21.99,19.79,2.2,10.0,1,19.79,8.92,europe,email,109,3.351,37.39,False,False
T00006875,C001739,2025-04-24,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,52.99,0.0,0.0,1,52.99,34.77,europe,email,145,5.038,57.18,False,False
T00006876,C001739,2025-08-06,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,1,31.99,17.8,europe,email,249,4.401,110.17,False,False
T00006877,C001739,2025-10-25,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,21.59,7.2,10.0,3,64.77,28.86,europe,email,329,4.441,142.16,False,False
T00006878,C001739,2025-12-15,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,35.69,12.6,15.0,2,71.38,42.64,europe,email,380,4.806,206.93,False,False
T00006879,C001740,2024-10-14,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,75.59,8.4,10.0,1,75.59,32.25,north_america,organic_search,0,0.0,0.0,False,False
T00006880,C001740,2024-12-27,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,27.19,4.8,15.0,1,27.19,13.0,north_america,organic_search,74,4.0,75.59,False,False
T00006881,C001740,2025-10-25,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,north_america,organic_search,376,1.943,102.78,False,False
T00006882,C001740,2025-12-19,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,25.59,6.4,20.0,1,25.59,11.4,north_america,organic_search,431,2.542,146.77,False,False
T00006883,C001741,2025-10-09,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,21.99,0.0,0.0,1,21.99,14.22,north_america,email,0,0.0,0.0,False,False
T00006884,C001741,2025-11-21,P0023,Apex Slim Joggers,joggers,56.99,20.57,56.99,56.99,0.0,0.0,1,56.99,36.42,north_america,email,43,4.0,21.99,False,False
T00006885,C001742,2025-07-30,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,33.99,0.0,0.0,1,33.99,17.9,north_america,paid_social,0,0.0,0.0,False,True
T00006886,C001743,2024-03-24,P0023,Apex Slim Joggers,joggers,58.99,20.57,58.99,50.14,8.85,15.0,1,50.14,29.57,north_america,influencer,0,0.0,0.0,True,False
T00006887,C001743,2024-05-04,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,36.74,12.25,25.0,1,36.74,13.54,north_america,influencer,41,4.0,50.14,False,False
T00006888,C001743,2024-06-20,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,27.19,6.8,20.0,1,27.19,11.2,north_america,influencer,88,8.0,86.88,False,False
T00006889,C001743,2024-07-17,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,29.69,3.3,10.0,1,29.69,13.68,north_america,influencer,115,9.528,114.07,False,False
T00006890,C001743,2024-10-21,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,1,31.99,17.8,north_america,influencer,211,6.924,143.76,False,False
T00006891,C001743,2024-12-10,P0018,Apex Rest Day Hoodie,hoodies,64.99,29.78,64.99,64.99,0.0,0.0,1,64.99,35.21,north_america,influencer,261,6.997,175.75,True,False
T00006892,C001743,2025-07-20,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,30.99,0.0,0.0,1,30.99,15.88,north_america,influencer,483,4.537,240.74,False,False
T00006893,C001743,2025-08-26,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,39.99,0.0,0.0,2,79.98,44.92,north_america,influencer,520,4.917,271.73,False,False
T00006894,C001744,2024-10-09,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,25.49,8.5,25.0,1,25.49,9.4,europe,influencer,0,0.0,0.0,False,True
T00006895,C001744,2025-03-16,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,1,54.99,34.8,europe,influencer,158,2.312,25.49,False,True
T00006896,C001744,2025-06-25,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,76.49,13.5,15.0,1,76.49,31.3,europe,influencer,259,2.82,80.48,False,True
T00006897,C001744,2025-08-09,P0013,Core Fitted Tank,training_tops,32.99,16.06,32.99,32.99,0.0,0.0,1,32.99,16.93,europe,influencer,304,3.604,156.97,True,True
T00006898,C001744,2025-10-16,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,58.99,0.0,0.0,1,58.99,30.33,europe,influencer,372,3.927,189.96,False,True
T00006899,C001745,2024-12-30,P0009,Motion Longline Sports Bra,sports_bras,45.99,14.37,45.99,39.09,13.8,15.0,2,78.18,49.44,europe,organic_search,0,0.0,0.0,True,False
T00006900,C001745,2025-08-30,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,32.99,0.0,0.0,1,32.99,16.98,europe,organic_search,243,1.503,78.18,False,False
T00006901,C001746,2025-09-11,P0018,Apex Rest Day Hoodie,hoodies,59.99,29.78,59.99,53.99,12.0,10.0,2,107.98,48.42,asia_pacific,paid_social,0,0.0,0.0,False,False
T00006902,C001746,2025-11-28,P0030,Motion Bike Shorts,shorts,32.99,12.21,32.99,26.39,6.6,20.0,1,26.39,14.18,asia_pacific,paid_social,78,4.0,107.98,False,False
T00006903,C001746,2025-12-19,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,39.19,9.8,20.0,1,39.19,15.99,asia_pacific,paid_social,99,7.379,134.37,False,False
T00006904,C001747,2024-10-29,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,32.99,0.0,0.0,1,32.99,16.98,europe,direct,0,0.0,0.0,False,False
T00006905,C001748,2024-01-12,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,30.99,0.0,0.0,3,92.97,47.64,uk,paid_social,0,0.0,0.0,False,False
T00006906,C001748,2024-04-10,P0009,Motion Longline Sports Bra,sports_bras,44.99,14.37,44.99,44.99,0.0,0.0,1,44.99,30.62,uk,paid_social,89,4.0,92.97,True,False
T00006907,C001748,2025-04-25,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,52.99,0.0,0.0,1,52.99,34.77,uk,paid_social,469,1.558,137.96,False,False
T00006908,C001748,2025-08-09,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,1,31.99,17.8,uk,paid_social,575,1.906,190.95,False,False
T00006909,C001748,2025-10-16,P0027,Tempo Woven Joggers,joggers,58.99,20.55,58.99,58.99,0.0,0.0,1,58.99,38.44,uk,paid_social,643,2.272,222.94,False,False
T00006910,C001749,2024-05-31,P0040,Lift Wrist Wraps,accessories,23.99,10.87,23.99,23.99,0.0,0.0,1,23.99,13.12,north_america,influencer,0,0.0,0.0,True,False
T00006911,C001749,2024-07-02,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,80.99,9.0,10.0,1,80.99,35.8,north_america,influencer,32,4.0,23.99,False,False
T00006912,C001749,2024-11-28,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,19.79,4.4,10.0,2,39.58,22.14,north_america,influencer,181,4.036,104.98,False,False
T00006913,C001749,2025-09-01,P0008,Core Strappy Sports Bra,sports_bras,39.99,14.0,39.99,39.99,0.0,0.0,1,39.99,25.99,north_america,influencer,458,2.392,144.56,True,False
T00006914,C001750,2025-04-11,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,33.99,6.0,15.0,1,33.99,16.46,uk,direct,0,0.0,0.0,False,False
T00006915,C001750,2025-06-30,P0040,Lift Wrist Wraps,accessories,21.99,10.87,21.99,18.69,3.3,15.0,1,18.69,7.82,uk,direct,80,4.0,33.99,False,False
T00006916,C001751,2024-05-06,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,30.99,0.0,0.0,1,30.99,15.88,uk,influencer,0,0.0,0.0,False,False
T00006917,C001751,2025-03-21,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,32.39,3.6,10.0,1,32.39,14.98,uk,influencer,319,1.145,30.99,False,False
T00006918,C001751,2025-11-12,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,63.89,7.1,10.0,1,63.89,37.19,uk,influencer,555,1.316,63.38,False,False
T00006919,C001752,2024-01-27,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,1,41.99,27.62,north_america,organic_search,0,0.0,0.0,False,False
T00006920,C001752,2024-09-27,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,34.19,3.8,10.0,1,34.19,20.19,north_america,organic_search,244,1.497,41.99,False,False
T00006921,C001752,2024-11-03,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,north_america,organic_search,281,2.6,76.18,False,False
T00006922,C001752,2025-03-14,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,29.69,3.3,10.0,1,29.69,13.68,north_america,organic_search,412,2.66,130.17,False,False
T00006923,C001752,2025-04-29,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,45.04,15.9,15.0,2,90.08,53.64,north_america,organic_search,458,3.19,159.86,False,False
T00006924,C001752,2025-06-09,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,55.99,0.0,0.0,1,55.99,28.92,north_america,organic_search,499,3.66,249.94,False,False
T00006925,C001753,2024-10-16,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,2,71.98,39.9,uk,direct,0,0.0,0.0,False,False
T00006926,C001754,2025-05-23,P0030,Motion Bike Shorts,shorts,35.99,12.21,35.99,25.19,10.8,30.0,1,25.19,12.98,uk,paid_social,0,0.0,0.0,True,True
T00006927,C001754,2025-09-05,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,16.49,5.5,25.0,1,16.49,7.77,uk,paid_social,105,3.479,25.19,False,True
T00006928,C001755,2025-01-03,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,rest_of_world,influencer,0,0.0,0.0,False,False
T00006929,C001755,2025-05-04,P0002,Core Flex Leggings,leggings,53.99,25.2,53.99,53.99,0.0,0.0,1,53.99,28.79,rest_of_world,influencer,121,3.019,66.99,False,False
T00006930,C001755,2025-08-28,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,56.94,10.05,15.0,1,56.94,33.05,rest_of_world,influencer,237,3.082,120.98,False,False
T00006931,C001756,2025-06-21,P0031,Lift Hybrid Shorts,shorts,36.99,14.39,36.99,36.99,0.0,0.0,1,36.99,22.6,north_america,direct,0,0.0,0.0,False,False
T00006932,C001756,2025-08-03,P0034,Core Puffer Vest,outerwear,81.99,30.49,81.99,81.99,0.0,0.0,1,81.99,51.5,north_america,direct,43,4.0,36.99,False,False
T00006933,C001756,2025-10-12,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,48.99,0.0,0.0,2,97.98,51.58,north_america,direct,113,6.465,118.98,False,False
T00006934,C001757,2024-06-11,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,41.99,0.0,0.0,1,41.99,27.62,uk,email,0,0.0,0.0,False,False
T00006935,C001757,2025-07-13,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,32.99,0.0,0.0,1,32.99,16.98,uk,email,397,0.92,41.99,False,False
T00006936,C001757,2025-08-10,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,60.29,6.7,10.0,1,60.29,36.4,uk,email,425,1.719,74.98,False,False
T00006937,C001758,2024-02-23,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,europe,direct,0,0.0,0.0,False,False
T00006938,C001758,2025-04-17,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,58.99,0.0,0.0,1,58.99,30.33,europe,direct,419,0.872,30.99,False,False
T00006939,C001758,2025-08-14,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,28.04,9.9,15.0,2,56.08,24.06,europe,direct,538,1.358,89.98,False,False
T00006940,C001759,2024-05-20,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,41.64,7.35,15.0,1,41.64,16.34,north_america,influencer,0,0.0,0.0,False,False
T00006941,C001759,2024-07-01,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,31.99,0.0,0.0,1,31.99,17.8,north_america,influencer,42,4.0,41.64,False,False
T00006942,C001759,2024-09-06,P0026,Lift Tapered Joggers,joggers,58.99,28.66,58.99,53.09,5.9,10.0,1,53.09,24.43,north_america,influencer,109,6.702,73.63,False,False
T00006943,C001759,2024-10-01,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,83.99,0.0,0.0,2,167.98,81.3,north_america,influencer,134,8.177,126.72,False,False
T00006944,C001759,2024-10-23,P0007,Apex Support Sports Bra,sports_bras,31.99,14.19,31.99,28.79,3.2,10.0,1,28.79,14.6,north_america,influencer,156,9.365,294.7,False,False
T00006945,C001759,2025-06-03,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,39.99,0.0,0.0,2,79.98,44.54,north_america,influencer,379,4.819,323.49,False,False
T00006946,C001759,2025-11-06,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,3,107.97,59.85,north_america,influencer,535,4.096,403.47,False,False
T00006947,C001759,2025-12-17,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,north_america,influencer,576,4.439,511.44,False,False
T00006948,C001760,2025-05-19,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,28.89,5.1,15.0,1,28.89,12.9,uk,direct,0,0.0,0.0,False,False
T00006949,C001760,2025-07-22,P0034,Core Puffer Vest,outerwear,81.99,30.49,81.99,65.59,32.8,20.0,2,131.18,70.2,uk,direct,64,4.0,28.89,False,False
T00006950,C001760,2025-11-05,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,1,54.99,34.8,uk,direct,170,4.297,160.07,False,False
T00006951,C001761,2024-08-23,P0030,Motion Bike Shorts,shorts,32.99,12.21,32.99,32.99,0.0,0.0,1,32.99,20.78,north_america,paid_social,0,0.0,0.0,False,False
T00006952,C001761,2025-02-13,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,30.59,6.8,10.0,2,61.18,29.0,north_america,paid_social,174,2.099,32.99,False,False
T00006953,C001761,2025-05-05,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,33.99,0.0,0.0,2,67.98,35.8,north_america,paid_social,255,2.865,94.17,False,False
T00006954,C001761,2025-11-19,P0035,Motion Lightweight Jacket,outerwear,89.99,45.19,89.99,76.49,40.5,15.0,3,229.47,93.9,north_america,paid_social,453,2.419,162.15,False,False
T00006955,C001761,2025-12-25,P0018,Apex Rest Day Hoodie,hoodies,59.99,29.78,59.99,59.99,0.0,0.0,1,59.99,30.21,north_america,paid_social,489,2.988,391.62,False,False
T00006956,C001762,2024-06-17,P0024,Core Fleece Joggers,joggers,54.99,25.98,54.99,54.99,0.0,0.0,1,54.99,29.01,north_america,paid_social,0,0.0,0.0,False,False
T00006957,C001762,2024-11-25,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,35.19,35.19,20.0,4,140.77,67.49,north_america,paid_social,161,2.269,54.99,False,False
T00006958,C001762,2025-06-10,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,43.99,0.0,0.0,1,43.99,25.67,north_america,paid_social,358,2.041,195.76,False,False
T00006959,C001762,2025-07-28,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,35.99,0.0,0.0,1,35.99,19.95,north_america,paid_social,406,2.699,239.75,False,False
T00006960,C001762,2025-09-10,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,39.99,0.0,0.0,1,39.99,22.27,north_america,paid_social,450,3.247,275.74,False,False
T00006961,C001763,2024-07-25,P0009,Motion Longline Sports Bra,sports_bras,41.99,14.37,41.99,31.49,10.5,25.0,1,31.49,17.12,europe,paid_social,0,0.0,0.0,False,False
T00006962,C001763,2024-09-04,P0015,Lift Performance Top,training_tops,35.99,16.01,35.99,28.79,7.2,20.0,1,28.79,12.78,europe,paid_social,41,4.0,31.49,True,False
T00006963,C001763,2024-10-19,P0040,Lift Wrist Wraps,accessories,21.99,10.87,21.99,16.49,5.5,25.0,1,16.49,5.62,europe,paid_social,86,8.0,60.28,False,False
T00006964,C001763,2024-12-12,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,21.99,0.0,0.0,1,21.99,14.22,europe,paid_social,140,7.827,76.77,False,False
T00006965,C001763,2025-03-01,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,30.59,6.8,10.0,2,61.18,29.0,europe,paid_social,219,6.671,98.76,False,False
T00006966,C001763,2025-09-11,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,30.59,5.4,15.0,1,30.59,13.18,europe,paid_social,413,4.422,159.94,False,False
T00006967,C001763,2025-11-27,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,68.99,0.0,0.0,1,68.99,41.35,europe,paid_social,490,4.472,190.53,False,False
T00006968,C001764,2025-10-29,P0011,Contour V-Neck Sports Bra,sports_bras,39.99,17.72,39.99,39.99,0.0,0.0,2,79.98,44.54,europe,direct,0,0.0,0.0,False,False
T00006969,C001765,2024-07-29,P0006,Pulse Pocket Leggings,leggings,48.99,23.2,48.99,44.09,4.9,10.0,1,44.09,20.89,uk,organic_search,0,0.0,0.0,False,False
T00006970,C001765,2024-10-02,P0038,Apex Training Cap,accessories,23.99,11.97,23.99,23.99,0.0,0.0,1,23.99,12.02,uk,organic_search,65,4.0,44.09,False,False
T00006971,C001765,2024-11-11,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,54.99,0.0,0.0,1,54.99,34.8,uk,organic_search,105,6.957,68.08,False,False
T00006972,C001765,2024-12-24,P0021,Lift Oversized Hoodie,hoodies,70.99,26.7,70.99,70.99,0.0,0.0,3,212.97,132.87,uk,organic_search,148,7.404,123.07,False,False
T00006973,C001765,2025-01-18,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,30.59,3.4,10.0,1,30.59,14.6,uk,organic_search,173,8.445,336.04,False,False
T00006974,C001765,2025-03-14,P0015,Lift Performance Top,training_tops,32.99,16.01,32.99,32.99,0.0,0.0,3,98.97,50.94,uk,organic_search,228,8.01,366.63,False,False
T00006975,C001765,2025-04-16,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,uk,organic_search,261,8.397,465.6,False,False
T00006976,C001765,2025-07-02,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,15.39,13.19,30.0,2,30.79,15.25,uk,organic_search,338,7.564,532.59,False,False
T00006977,C001765,2025-08-24,P0033,Apex Training Jacket,outerwear,83.99,43.34,83.99,83.99,0.0,0.0,2,167.98,81.3,uk,organic_search,391,7.473,563.38,False,False
T00006978,C001765,2025-10-02,P0005,Contour High-Rise Leggings,leggings,48.99,18.32,48.99,48.99,0.0,0.0,1,48.99,30.67,uk,organic_search,430,7.645,731.36,True,False
T00006979,C001765,2025-12-03,P0003,Motion Seamless Leggings,leggings,54.99,20.19,54.99,43.99,22.0,20.0,2,87.98,47.6,uk,organic_search,492,7.424,780.35,False,False
T00006980,C001766,2024-11-06,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,68.99,0.0,0.0,1,68.99,41.35,north_america,paid_social,0,0.0,0.0,False,False
T00006981,C001766,2025-01-12,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,27.89,9.3,10.0,3,83.67,35.49,north_america,paid_social,67,4.0,68.99,False,False
T00006982,C001766,2025-02-19,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,55.99,0.0,0.0,2,111.98,57.84,north_america,paid_social,105,6.957,152.66,False,False
T00006983,C001766,2025-06-23,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,north_america,paid_social,229,4.785,264.64,False,False
T00006984,C001766,2025-09-04,P0020,Motion Zip Hoodie,hoodies,66.99,28.3,66.99,53.59,26.8,20.0,2,107.18,50.58,north_america,paid_social,302,4.838,331.63,False,False
T00006985,C001767,2025-06-07,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,30.59,5.4,15.0,1,30.59,14.55,uk,paid_social,0,0.0,0.0,False,False
T00006986,C001767,2025-12-19,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,21.99,0.0,0.0,1,21.99,14.22,uk,paid_social,195,1.873,30.59,False,False
T00006987,C001768,2024-06-18,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,33.99,0.0,0.0,1,33.99,18.0,asia_pacific,organic_search,0,0.0,0.0,False,False
T00006988,C001768,2024-10-03,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,62.09,27.6,10.0,4,248.36,137.8,asia_pacific,organic_search,107,3.414,33.99,False,False
T00006989,C001768,2024-10-31,P0031,Lift Hybrid Shorts,shorts,38.99,14.39,38.99,33.14,5.85,15.0,1,33.14,18.75,asia_pacific,organic_search,135,5.411,282.35,True,False
T00006990,C001768,2025-03-08,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,33.99,0.0,0.0,1,33.99,17.9,asia_pacific,organic_search,263,4.166,315.49,False,False
T00006991,C001768,2025-06-07,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,21.99,0.0,0.0,2,43.98,28.44,asia_pacific,organic_search,354,4.127,349.48,False,False
T00006992,C001768,2025-09-11,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,44.79,22.4,20.0,2,89.58,35.44,asia_pacific,organic_search,450,4.058,393.46,False,False
T00006993,C001768,2025-10-26,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,30.99,0.0,0.0,1,30.99,14.93,asia_pacific,organic_search,495,4.427,483.04,False,False
T00006994,C001769,2024-03-20,P0029,Core Running Shorts,shorts,35.99,16.04,35.99,32.39,3.6,10.0,1,32.39,16.35,north_america,email,0,0.0,0.0,False,False
T00006995,C001769,2024-08-20,P0008,Core Strappy Sports Bra,sports_bras,37.99,14.0,37.99,37.99,0.0,0.0,1,37.99,23.99,north_america,email,153,2.387,32.39,False,False
T00006996,C001769,2024-10-18,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,25.19,10.8,30.0,1,25.19,7.78,north_america,email,212,3.446,70.38,False,False
T00006997,C001769,2024-11-27,P0037,Core Crew Socks,accessories,21.99,7.77,21.99,16.49,5.5,25.0,1,16.49,8.72,north_america,email,252,4.348,95.57,False,False
T00006998,C001769,2024-12-21,P0032,Tempo Woven Shorts,shorts,39.99,17.53,39.99,27.99,12.0,30.0,1,27.99,10.46,north_america,email,276,5.293,112.06,False,False
T00006999,C001769,2025-03-18,P0020,Motion Zip Hoodie,hoodies,66.99,28.3,66.99,60.29,6.7,10.0,1,60.29,31.99,north_america,email,363,5.031,140.05,False,False
T00007000,C001769,2025-05-16,P0019,Core Pullover Hoodie,hoodies,68.99,27.64,68.99,55.19,13.8,20.0,1,55.19,27.55,north_america,email,422,5.193,200.34,False,False
T00007001,C001769,2025-06-21,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,55.99,0.0,0.0,1,55.99,28.92,north_america,email,458,5.582,255.53,False,False
T00007002,C001769,2025-07-29,P0040,Lift Wrist Wraps,accessories,21.99,10.87,21.99,19.79,2.2,10.0,1,19.79,8.92,north_america,email,496,5.891,311.52,False,False
T00007003,C001769,2025-10-04,P0004,Lift Training Leggings,leggings,55.99,27.07,55.99,47.59,8.4,15.0,1,47.59,20.52,north_america,email,563,5.839,331.31,False,False
T00007004,C001770,2024-01-01,P0036,Lift Zip Jacket,outerwear,93.99,37.37,93.99,93.99,0.0,0.0,1,93.99,56.62,uk,influencer,0,0.0,0.0,False,False
T00007005,C001770,2024-10-24,P0014,Motion Crop Tee,training_tops,33.99,15.99,33.99,33.99,0.0,0.0,1,33.99,18.0,uk,influencer,297,1.23,93.99,False,False
T00007006,C001770,2024-12-29,P0022,Tempo Fleece Hoodie,hoodies,66.99,23.89,66.99,66.99,0.0,0.0,1,66.99,43.1,uk,influencer,363,2.012,127.98,False,False
T00007007,C001770,2025-12-28,P0025,Motion Training Joggers,joggers,48.99,25.3,48.99,36.74,12.25,25.0,1,36.74,11.44,uk,influencer,727,1.507,194.97,False,False
T00007008,C001771,2024-07-14,P0040,Lift Wrist Wraps,accessories,21.99,10.87,21.99,21.99,0.0,0.0,2,43.98,22.24,rest_of_world,direct,0,0.0,0.0,False,False
T00007009,C001771,2024-08-28,P0028,Apex Training Shorts,shorts,30.99,15.11,30.99,30.99,0.0,0.0,1,30.99,15.88,rest_of_world,direct,45,4.0,43.98,False,False
T00007010,C001771,2025-10-03,P0041,Tempo Water Bottle,accessories,21.99,8.72,21.99,21.99,0.0,0.0,1,21.99,13.27,rest_of_world,direct,446,1.638,74.97,False,False
T00007011,C001772,2024-02-05,P0013,Core Fitted Tank,training_tops,30.99,16.06,30.99,23.24,7.75,25.0,1,23.24,7.18,asia_pacific,influencer,0,0.0,0.0,False,False
T00007012,C001772,2024-08-08,P0017,Tempo Long Sleeve Top,training_tops,33.99,16.09,33.99,33.99,0.0,0.0,1,33.99,17.9,asia_pacific,influencer,185,1.974,23.24,False,False
T00007013,C001772,2024-11-04,P0018,Apex Rest Day Hoodie,hoodies,59.99,29.78,59.99,41.99,35.99,30.0,2,83.99,24.43,asia_pacific,influencer,273,2.676,57.23,False,False
T00007014,C001772,2024-12-27,P0039,Motion Duffel Bag,accessories,17.99,7.29,17.99,15.29,2.7,15.0,1,15.29,8.0,asia_pacific,influencer,326,3.361,141.22,False,False
T00007015,C001772,2025-03-13,P0016,Everyday Oversized Tee,training_tops,35.99,17.41,35.99,25.2,21.59,30.0,2,50.39,15.57,asia_pacific,influencer,402,3.634,156.51,False,False
T00007016,C001772,2025-05-05,P0001,Apex Sculpt Leggings,leggings,52.99,18.22,52.99,42.39,10.6,20.0,1,42.39,24.17,asia_pacific,influencer,455,4.014,206.9,False,False
T00007017,C001772,2025-05-26,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,37.39,6.6,15.0,1,37.39,19.07,asia_pacific,influencer,476,4.604,249.29,False,False
T00007018,C001772,2025-07-05,P0005,Contour High-Rise Leggings,leggings,43.99,18.32,43.99,39.59,4.4,10.0,1,39.59,21.27,asia_pacific,influencer,516,4.955,286.68,False,False
